epoch,loss,val_loss
0,438.9795367901142,136.59013366699219
1,136.43744542048529,141.64581298828125
2,121.28604771540715,106.78623962402344
3,98.446874765249405,87.838294982910156
4,87.472946166992188,84.575027465820312
5,79.772825387807998,73.935012817382812
6,71.456142132098861,71.974830627441406
7,65.123110844538758,61.994796752929688
8,58.499132303091194,61.884056091308594
9,54.340419769287109,58.926338195800781
10,49.764898446890022,55.601570129394531
